KEGG_L3	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
ko01521	13.4414	93.6337	45.5727	14.5379	24.292	5.9789	78.4819	0	17.2055	12.6652	0	0.3469	0	25.9817	0.061	Human Diseases; Drug resistance: antineoplastic; EGFR tyrosine kinase inhibitor resistance
ko01522	22.545	24.0775	24.2626	23.6364	30.216	22.5308	26.6273	23.4978	16.8392	30.0114	27.1503	25.9966	25.8284	27.2477	22.4649	Human Diseases; Drug resistance: antineoplastic; Endocrine resistance
ko01523	166.7665	98.8042	116.619	91.5539	172.4337	60.9939	165.2714	145.2461	80.2907	138.3	100.8537	122.9725	162.0434	130.504	135.7846	Human Diseases; Drug resistance: antineoplastic; Antifolate resistance
ko01524	37.3258	45.7735	33.1468	13.918	77.1871	45.2021	88.759	18.5535	19.0488	42.7233	23.4962	0	22.6954	43.0919	70.1547	Human Diseases; Drug resistance: antineoplastic; Platinum drug resistance
ko02010	108.5402	50.4586	19.7831	0	71.5434	7.3154	35.3441	139.3421	0	83.2759	221.3143	149.1827	154.5762	38.731	180.2706	Environmental Information Processing; Membrane transport; ABC transporters
ko02020	63.8614	32.5079	11.6352	3.9817	65.1149	5.0759	28.9494	68.1438	25.0615	72.7935	176.4095	123.698	101.4884	30.967	90.7811	Environmental Information Processing; Signal transduction; Two-component system
ko02024	125.7451	69.0397	0	0	78.3568	0	34.0115	149.8431	44.1261	161.3889	142.1589	213.6554	148.4282	40.1755	288.3501	Cellular Processes; Cellular community - prokaryotes; Quorum sensing
ko02026	82.2025	0	0	0	0	0	0	120.6404	39.7257	0	254.7009	127.8284	119.9437	0	97.9309	Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli
ko02030	65.3394	0	0	0	334.3152	0	0	190.8603	29.5889	19.9874	442.753	390.6214	165.0428	173.3314	189.007	Cellular Processes; Cell motility; Bacterial chemotaxis
ko02040	71.2428	0	0	0	786.4989	0	100.1791	116.1608	25.4844	23.5285	470.7597	310.5402	191.1809	295.8267	91.8098	Cellular Processes; Cell motility; Flagellar assembly
ko02060	112.8865	0	0	0	0	0	96.363	563.9174	66.271	297.1962	401.8474	139.7174	388.9704	0	80.2918	Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS)
ko03008	20.917	8.6832	19.2163	33.6039	30.1355	23.6517	18.3592	0	15.5496	15.3145	0	20.1781	0	21.8745	0	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
ko03010	609.6309	354.8388	102.4338	54.4158	369.706	55.6135	265.568	373.5699	309.1232	909.3578	148.4285	467.7082	388.9608	234.4198	293.2686	Genetic Information Processing; Translation; Ribosome
ko03013	2.0273	7.4981	34.5402	31.953	17.4498	27.1562	25.6954	0.1375	26.8151	2.8684	0.0928	0.0657	0	27.6773	0.0718	Genetic Information Processing; Translation; Nucleocytoplasmic transport
ko03015	5.7244	22.2861	61.1472	60.8857	8.749	55.55	16.9524	0	33.858	0	0.1119	0.132	0	21.8466	0	Genetic Information Processing; Translation; mRNA surveillance pathway
ko03018	175.2286	136.9489	101.261	41.339	247.9979	34.3983	83.2763	187.852	85.8995	355.7215	129.709	190.8556	212.2571	114.6296	125.627	Genetic Information Processing; Folding, sorting and degradation; RNA degradation
ko03022	3.3564	2.4403	0.2865	0	1.2081	0	0.5073	3.581	3.7044	12.363	0	0	0	0.3245	6.6857	Genetic Information Processing; Transcription; Basal transcription factors
ko03030	236.1712	184.1034	69.9294	4.5803	297.601	15.3836	94.3731	297.0903	140.7022	350.6216	231.8196	269.8464	340.9202	156.5783	248.9973	Genetic Information Processing; Replication and repair; DNA replication
ko03040	0.742	10.0056	35.412	40.6019	8.8766	29.8793	18.971	0	25.1573	4.2676	0	0	0	24.7672	0	Genetic Information Processing; Transcription; Spliceosome
ko03050	11.6589	18.582	65.455	59.0291	20.3653	70.6892	60.2546	1.9876	30.8446	19.5979	0	0	0	31.3463	0	Genetic Information Processing; Folding, sorting and degradation; Proteasome
ko03060	408.3401	234.6316	84.8015	3.4845	558.7644	23.1445	133.7699	461.9648	188.2361	659.5906	323.112	400.3074	468.5774	239.3904	338.9894	Genetic Information Processing; Folding, sorting and degradation; Protein export
ko03070	201.0146	0	0	0	0	0	0	195.2179	0	348.2608	450.9241	354.7925	279.4496	0	226.0391	Environmental Information Processing; Membrane transport; Bacterial secretion system
ko03250	21.6798	19.7127	15.324	20.5278	4.817	16.6263	6.5576	0	27.724	25.3478	0	0	0	3.2816	0	Genetic Information Processing; Information processing in viruses; Viral life cycle - HIV-1
ko03320	94.7772	140.7872	109.4418	143.6695	54.6297	145.2745	136.6264	0	99.7187	115.0254	0	68.8259	0	109.0029	81.2019	Organismal Systems; Endocrine system; PPAR signaling pathway
ko03410	299.0295	143.8486	83.2957	26.4704	258.4044	45.944	95.952	327.6133	121.5709	372.3729	281.9339	300.4845	337.4202	182.5468	232.6148	Genetic Information Processing; Replication and repair; Base excision repair
ko03420	128.5313	64.4197	46.0835	1.1039	301.8564	6.662	39.3323	254.0106	41.3123	142.0913	187.3985	145.8127	247.4725	159.7392	128.5563	Genetic Information Processing; Replication and repair; Nucleotide excision repair
ko03430	323.9273	239.4272	108.6761	3.3259	413.9124	16.7412	108.8323	517.9741	197.7665	455.3402	388.9777	401.8668	510.4006	234.2257	332.158	Genetic Information Processing; Replication and repair; Mismatch repair
ko03440	267.4549	183.6386	77.4192	1.6198	352.7299	16.8826	98.2292	345.8923	157.6173	450.9989	258.3308	327.637	347.6998	181.9847	262.6576	Genetic Information Processing; Replication and repair; Homologous recombination
ko03450	31.349	3.0279	0	0	0	0	0	5.2216	0	0.1802	0	0	0	0	20.9315	Genetic Information Processing; Replication and repair; Non-homologous end-joining
ko03460	0	0	19.6822	12.3823	1.2847	4.1577	13.0516	0	9.8776	0	0	0	0	11.9499	0	Genetic Information Processing; Replication and repair; Fanconi anemia pathway
ko04010	4.3068	35.2245	50.0431	40.2864	8.5578	34.7984	39.864	0	13.8395	1.761	0	0.0555	0	19.5253	0.0394	Environmental Information Processing; Signal transduction; MAPK signaling pathway
ko04011	17.1467	0	0	0	34.274	0	3.1536	0	8.1475	0	0	0	0	0	0	Environmental Information Processing; Signal transduction; MAPK signaling pathway - yeast
ko04012	8.985	60.7426	10.7795	1.9342	12.0901	1.7113	24.0469	0	2.7067	11.7587	0	0	0	7.1735	0.0475	Environmental Information Processing; Signal transduction; ErbB signaling pathway
ko04013	17.5549	23.7246	12.4861	18.319	29.5853	12.4207	24.9101	0	15.0217	15.9411	0	0	18.7976	22.1163	14.3179	Environmental Information Processing; Signal transduction; MAPK signaling pathway - fly
ko04014	3.9133	36.4467	32.7708	26.7155	5.7913	27.7524	36.5224	0.2193	7.7947	0.9377	0.0122	0.0271	0	15.4662	0.0507	Environmental Information Processing; Signal transduction; Ras signaling pathway
ko04015	0.7853	10.4713	31.3793	36.0263	9.7757	37.7645	28.1392	0.0993	12.551	2.2909	0.0276	0.0305	0	25.7045	0.0501	Environmental Information Processing; Signal transduction; Rap1 signaling pathway
ko04020	5.873	34.077	66.7912	72.0503	12.7751	84.2626	67.4295	0	37.4333	2.8953	0.0768	0.1291	0	34.9613	0.0179	Environmental Information Processing; Signal transduction; Calcium signaling pathway
ko04022	17.9909	107.4451	399.1623	417.5845	86.6818	402.3523	294.8323	0.5563	133.8764	13.5778	0.3275	0.3709	0	258.2267	0.0743	Environmental Information Processing; Signal transduction; cGMP-PKG signaling pathway
ko04024	9.218	48.0835	80.0335	106.9801	22.1128	98.551	83.6295	0.3919	45.418	6.3398	0.1013	0	0	49.4785	2.2602	Environmental Information Processing; Signal transduction; cAMP signaling pathway
ko04060	0	0	19.9319	0	5.5618	20.5882	15.245	0	13.6849	0	0	0	0	13.2801	0	Environmental Information Processing; Signaling molecules and interaction; Cytokine-cytokine receptor interaction
ko04062	0.9833	11.4205	26.7474	33.5531	3.464	23.8347	48.1005	0	9.5687	0.4374	0	0.07	0	19.9052	0.0091	Organismal Systems; Immune system; Chemokine signaling pathway
ko04064	2.3707	10.7555	51.7375	45.2519	10.4837	29.4347	66.826	0	5.528	1.6913	0	0	0	21.4272	0	Environmental Information Processing; Signal transduction; NF-kappa B signaling pathway
ko04066	95.3062	105.8782	117.5695	118.4506	105.543	90.208	109.8429	120.704	91.2165	257.3287	73.1123	104.4834	0	113.2113	95.9062	Environmental Information Processing; Signal transduction; HIF-1 signaling pathway
ko04068	42.4475	31.0437	32.1115	27.9853	53.2531	31.5687	41.7038	8.9787	26.4662	32.4862	17.6993	21.1922	0	33.1656	0	Environmental Information Processing; Signal transduction; FoxO signaling pathway
ko04070	47.7011	15.2812	9.3743	10.3163	30.0861	5.1517	52.528	44.5131	26.7183	46.0277	32.239	52.5667	27.1098	17.9226	46.928	Environmental Information Processing; Signal transduction; Phosphatidylinositol signaling system
ko04071	4.3199	10.0616	70.1299	47.7165	4.3308	50.0833	30.19	0.4096	24.9806	6.273	0	0.1331	0.5719	34.8177	0.3631	Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway
ko04072	12.8832	122.9013	58.2819	71.7732	26.2209	55.9969	41.0825	0	23.6154	9.6668	9.077	5.6986	0	63.6829	0	Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway
ko04080	5.2197	35.6131	22.7232	23.4433	10.2033	18.7909	15.8683	3.3802	7.2983	2.858	1.6483	0.6568	1.796	18.528	0.8465	Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction
ko04110	0.9908	0.8026	14.9913	24.3604	0.763	23.3354	8.406	0	9.8142	0.8122	0	0	0	9.9332	0.0144	Cellular Processes; Cell growth and death; Cell cycle
ko04111	0.6538	0.7134	0	0	0.2142	0	0	0	0	0	0	0	0	1.2559	0.0128	Cellular Processes; Cell growth and death; Cell cycle - yeast
ko04112	315.1346	0	0	0	418.6171	0	0	0	0	397.9437	288.0251	387.5987	403.4114	0	342.31	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter
ko04113	0	0	0	0	1.1928	0	0	0	17.9499	0	0	0	0	0	0	Cellular Processes; Cell growth and death; Meiosis - yeast
ko04114	0	0	8.9904	14.049	0.6834	19.978	1.3993	0	13.8116	0	0	0	0	11.0002	0	Cellular Processes; Cell growth and death; Oocyte meiosis
ko04115	3.6397	30.9994	57.4789	52.7894	46.5072	61.5532	64.1899	1.5094	21.9662	4.5769	0.2817	18.9165	2.9673	47.0612	10.2845	Cellular Processes; Cell growth and death; p53 signaling pathway
ko04120	8.1718	1.3034	346.6655	510.3217	93.3967	466.0074	254.5507	0.234	168.3681	0.3621	0	0	0	294.4333	0.1355	Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis
ko04122	271.3187	84.4152	69.7588	0	449.1395	0	140.3065	272.4301	137.7907	207.7497	403.5748	265.7951	329.4204	195.326	204.4775	Genetic Information Processing; Folding, sorting and degradation; Sulfur relay system
ko04136	0	0	0	0	0	2.0446	64.6772	0	4.2762	0	0	0	0	0	0	Cellular Processes; Transport and catabolism; Autophagy - other
ko04137	8.3166	88.1341	2.4233	0	2.305	5.3653	12.705	0	3.7623	1.8562	0	0	0	4.5444	0	Cellular Processes; Transport and catabolism; Mitophagy - animal
ko04138	12.4047	3.921	3.9885	7.0453	0.1292	3.5182	21.6911	0	8.6413	0	0	0	0	2.8773	0	Cellular Processes; Transport and catabolism; Autophagy - yeast
ko04139	0	0	0	0	0	0	3.753	0	2.0795	0	0	0	0	7.3068	0	Cellular Processes; Transport and catabolism; Mitophagy - yeast
ko04140	4.6876	50.4883	6.2964	0	2.0311	3.6315	20.3835	0	4.7154	2.0379	0	0	0	2.6329	0.0478	Cellular Processes; Transport and catabolism; Autophagy - animal
ko04141	2.8543	12.0684	68.7069	79.5963	26.3358	57.1567	52.5172	14.4413	24.3477	22.663	10.8315	13.8252	6.8387	42.8232	4.0902	Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum
ko04142	12.72	28.4798	27.6939	30.1403	22.718	39.5737	32.2326	52.9688	22.9585	3.2546	18.7243	2.208	38.6177	33.7318	13.1041	Cellular Processes; Transport and catabolism; Lysosome
ko04144	3.3068	3.7135	37.8667	37.7079	10.6546	24.7699	32.6333	0.301	19.0066	1.3806	0.1227	0.1568	0	26.8459	0.018	Cellular Processes; Transport and catabolism; Endocytosis
ko04145	3.3071	49.2611	111.5058	130.357	36.592	105.945	100.9571	0	35.5075	5.5553	0	0	0	88.6634	0	Cellular Processes; Transport and catabolism; Phagosome
ko04146	111.7691	109.395	56.0467	141.2857	107.1455	99.0465	117.1416	24.6694	62.162	100.4179	52.8519	107.8809	57.7702	97.4716	103.5018	Cellular Processes; Transport and catabolism; Peroxisome
ko04150	3.65	27.1593	45.4416	35.1971	13.6082	17.5015	54.2221	0.16	20.4746	0.5492	0.0665	0.1992	0	22.4643	0.0265	Environmental Information Processing; Signal transduction; mTOR signaling pathway
ko04151	33.072	204.8906	61.4682	53.6375	54.9299	38.5376	119.5717	7.0298	30.1638	20.0178	0	0	0	53.2461	0	Environmental Information Processing; Signal transduction; PI3K-Akt signaling pathway
ko04152	35.3007	70.5393	18.3647	10.344	35.3545	13.0722	23.1223	0	17.2615	82.3781	27.9484	32.7094	39.6127	29.2849	20.335	Environmental Information Processing; Signal transduction; AMPK signaling pathway
ko04210	2.0927	9.2545	65.6948	58.9939	30.2073	68.2553	73.3705	0.8977	11.8332	2.2301	0.0852	17.2624	0	38.5562	6.4538	Cellular Processes; Cell growth and death; Apoptosis
ko04211	41.0643	20.2107	21.0001	25.2619	76.4294	1.1459	8.1775	0	28.9864	31.0228	26.0383	0	0	50.4282	32.8333	Organismal Systems; Aging; Longevity regulating pathway
ko04212	175.5006	116.5097	98.8259	43.3501	207.4209	75.6047	90.9205	0	88.4791	177.9565	83.8773	159.8489	115.6323	106.8019	126.5246	Organismal Systems; Aging; Longevity regulating pathway - worm
ko04213	71.2142	36.6234	36.3166	31.5868	118.1799	13.4709	24.5713	0	49.9611	51.4135	46.5534	0	0	66.4629	52.4585	Organismal Systems; Aging; Longevity regulating pathway - multiple species
ko04214	12.454	9.9193	15.6767	29.522	77.076	21.3323	29.2736	30.0412	10.3472	12.9324	18.5295	0	39.6872	34.8479	28.7003	Cellular Processes; Cell growth and death; Apoptosis - fly
ko04215	1.3156	0	8.0875	5.1663	26.8542	11.8803	16.9814	0	0.7286	0	0	0	0	13.9341	0	Cellular Processes; Cell growth and death; Apoptosis - multiple species
ko04216	59.5789	116.9267	70.1421	161.8483	24.192	111.1825	62.3617	0	58.5361	84.499	20.2584	0	0	42.6425	86.1173	Cellular Processes; Cell growth and death; Ferroptosis
ko04217	48.401	112.4307	84.2345	61.1799	44.159	70.4581	103.0904	0	42.5625	41.2764	0	0	0	39.9858	0	Cellular Processes; Cell growth and death; Necroptosis
ko04218	5.0072	54.4595	26.6219	28.8112	2.8315	33.2425	32.4453	0.4415	20.4487	1.5815	0	0	0	13.3896	0	Cellular Processes; Cell growth and death; Cellular senescence
ko04260	50.4105	173.2576	523.6389	681.5908	186.7443	689.9473	465.7266	0	191.5585	23.8147	0	0	0	461.2199	0	Organismal Systems; Circulatory system; Cardiac muscle contraction
ko04261	30.2056	130.937	422.3937	504.1454	89.6552	559.1231	366.9054	0.6493	156.2753	16.7367	0.4139	0	0	325.3742	0.0859	Organismal Systems; Circulatory system; Adrenergic signaling in cardiomyocytes
ko04270	39.3186	287.5381	1015.9953	1150.0738	258.8496	1010.865	750.7343	0	230.1635	40.0018	0.8851	0	0	767.9132	0.9013	Organismal Systems; Circulatory system; Vascular smooth muscle contraction
ko04310	3.1131	7.5934	29.5439	41.6179	10.206	30.9034	14.0135	0.0065	17.8588	2.1912	0	0.1557	0	17.4479	0.0261	Environmental Information Processing; Signal transduction; Wnt signaling pathway
ko04320	0	0	62.313	103.3699	6.3904	33.7799	27.999	0	5.9435	0	0	0	0	52.7964	0	Organismal Systems; Development and regeneration; Dorso-ventral axis formation
ko04330	7.6506	10.9575	290.7331	312.1213	40.4189	223.2929	96.5133	0.473	80.5532	2.9906	0	0.0747	0	182.3291	0.068	Environmental Information Processing; Signal transduction; Notch signaling pathway
ko04340	39.2304	198.7608	149.8123	114.6302	120.9027	138.7579	156.8224	0	60.874	31.3989	0.4421	0.724	2.359	74.167	0.1032	Environmental Information Processing; Signal transduction; Hedgehog signaling pathway
ko04341	5.3715	20.1318	31.3881	49.9589	15.0004	35.7426	42.6914	0.3182	11.5464	6.0893	0	0	0	12.9807	0	Environmental Information Processing; Signal transduction; Hedgehog signaling pathway - fly
ko04350	3.4114	22.1394	88.8122	120.4222	29.24	112.2268	65.8883	0.3454	37.8032	5.6104	0.1321	0.1191	0.3262	66.7739	0.0383	Environmental Information Processing; Signal transduction; TGF-beta signaling pathway
ko04360	4.849	23.0625	71.7261	98.5812	20.2342	89.3667	84.1876	0	47.3505	4.0223	0.0937	0.2388	1.301	63.4175	0.0115	Organismal Systems; Development and regeneration; Axon guidance
ko04361	5.905	16.8205	63.5057	117.5789	35.6961	59.6955	48.1234	22.0902	16.8023	0.9413	15.9608	9.9525	0	78.9925	6.9774	Organismal Systems; Development and regeneration; Axon regeneration
ko04370	0	0	22.7724	11.5	1.5384	27.3835	0	0	0	0	0	0	0	6.1328	0	Environmental Information Processing; Signal transduction; VEGF signaling pathway
ko04371	11.9646	65.5565	96.9699	112.3668	10.5426	131.4998	115.112	0	67.5957	2.1139	0	0	0	57.6117	0	Environmental Information Processing; Signal transduction; Apelin signaling pathway
ko04380	0.9607	10.8297	42.3685	39.0053	0.8283	25.4495	56.3233	0	6.2075	2.2729	0	0.0385	0	19.2007	0	Organismal Systems; Development and regeneration; Osteoclast differentiation
ko04390	4.1916	15.0164	53.402	44.3032	34.6782	69.1255	59.636	0	27.9817	4.6174	0.0458	0.0837	0.7185	34.4982	0.0283	Environmental Information Processing; Signal transduction; Hippo signaling pathway
ko04391	0.3484	0	69.0036	57.8997	14.6813	79.58	51.0803	0	28.5438	0	0	0	0.1345	41.0271	0	Environmental Information Processing; Signal transduction; Hippo signaling pathway - fly
ko04392	0.3944	0	38.7814	62.9196	6.416	56.7072	37.5178	0	18.7153	0	0	0	0	32.0836	0	Environmental Information Processing; Signal transduction; Hippo signaling pathway - multiple species
ko04510	13.531	134.5963	132.7467	140.1255	51.1012	131.7696	100.398	0.8703	50.9985	7.0336	1.7302	0.355	0	113.9223	0.2239	Cellular Processes; Cellular community - eukaryotes; Focal adhesion
ko04512	29.1555	328.8048	155.863	175.8887	76.9874	123.3712	159.868	1.7463	51.3918	30.5673	0.716	0.2193	1.1963	158.4506	0.3577	Environmental Information Processing; Signaling molecules and interaction; ECM-receptor interaction
ko04514	7.1302	21.5877	177.7198	229.0423	34.3611	208.1092	136.3637	0.1048	92.4919	7.7116	0.0595	0.087	0.4181	147.5389	0.0264	Environmental Information Processing; Signaling molecules and interaction; Cell adhesion molecules
ko04520	4.8624	8.3588	72.1853	88.6572	44.6201	118.3662	61.1435	1.4769	36.3096	2.1668	0	0.1738	0.993	40.6501	0.0353	Cellular Processes; Cellular community - eukaryotes; Adherens junction
ko04530	37.7812	229.8408	1022.2372	1135.019	228.6871	1012.7277	744.8296	1.4168	256.8999	35.3656	0.7157	0.5439	5.57	786.0378	0.2001	Cellular Processes; Cellular community - eukaryotes; Tight junction
ko04540	2.7659	10.1641	132.9935	90.7319	26.3353	93.8397	87.6449	0.0923	67.6844	2.1126	0.0997	0	0	80.3862	0.0728	Cellular Processes; Cellular community - eukaryotes; Gap junction
ko04550	3.3274	17.3546	21.4598	31.7693	10.5247	21.4223	35.4958	0	20.7656	2.9961	0.0115	0.0562	0	11.0823	0.01	Cellular Processes; Cellular community - eukaryotes; Signaling pathways regulating pluripotency of stem cells
ko04610	2.61	15.4663	54.428	62.2502	13.5775	55.9464	62.7586	0.1691	14.7146	2.8345	0.1856	0.12	0	58.624	0.0234	Organismal Systems; Immune system; Complement and coagulation cascades
ko04611	5.4879	279.2296	157.7743	145.4281	57.0161	121.4538	88.8932	0.0615	86.2822	2.6159	0.3433	0.3188	0	119.3287	0.0589	Organismal Systems; Immune system; Platelet activation
ko04612	8.2584	36.0736	150.3473	111.4053	63.1039	105.5074	72.6715	0	51.334	6.0888	0	6.9349	0	72.0063	6.8894	Organismal Systems; Immune system; Antigen processing and presentation
ko04613	5.6004	37.4078	62.3384	80.278	16.9984	54.7091	59.6619	1.2262	23.6384	7.2774	0	0	0	39.3609	0.0259	Organismal Systems; Immune system; Neutrophil extracellular trap formation
ko04614	18.2818	19.7161	42.4952	14.9321	21.9782	8.6196	9.5721	2.0543	12.776	16.9971	0	0	2.1615	13.7891	0	Organismal Systems; Endocrine system; Renin-angiotensin system
ko04620	0.3622	0.9564	29.4273	48.3808	2.0974	26.9335	67.9452	0	4.7072	0	0	0	0	21.8327	0	Organismal Systems; Immune system; Toll-like receptor signaling pathway
ko04621	24.1654	24.7278	49.7353	56.7197	51.4036	45.8165	72.2117	32.5849	18.0418	33.9162	21.3229	26.8867	25.2948	38.448	15.4503	Organismal Systems; Immune system; NOD-like receptor signaling pathway
ko04622	4.9877	5.9561	91.1098	75.9292	3.4829	49.3946	95.1785	4.3524	10.5556	8.3579	2.0244	0.6063	3.7588	44.0388	4.0838	Organismal Systems; Immune system; RIG-I-like receptor signaling pathway
ko04623	1.1141	0	30.8028	62.378	0	42.5449	129.0049	0	3.5719	0	0	0	0.5516	23.8057	0	Organismal Systems; Immune system; Cytosolic DNA-sensing pathway
ko04624	0	0	42.4952	128.7437	9.8412	106.9389	93.2037	0	15.3444	0	0.2414	0	0.828	92.1277	0	Organismal Systems; Immune system; Toll and Imd signaling pathway
ko04625	7.0434	70.7583	47.3122	74.3549	6.9331	37.8463	79.3154	0	9.0738	1.4035	0	0	0	30.6966	0.072	Organismal Systems; Immune system; C-type lectin receptor signaling pathway
ko04626	46.3714	46.0728	0	0	0	0	0	0	27.739	0	0	46.8716	0	0	0	Organismal Systems; Environmental adaptation; Plant-pathogen interaction
ko04630	10.0266	65.5279	25.5176	15.1661	22.0002	32.0488	46.8515	0	9.0474	4.0994	0	0	0	10.1862	0	Environmental Information Processing; Signal transduction; JAK-STAT signaling pathway
ko04640	0.688	12.326	33.2502	27.9054	11.4314	23.2253	20.1423	0	5.369	1.1216	0	0	0	15.5344	0	Organismal Systems; Immune system; Hematopoietic cell lineage
ko04650	1.2443	0	3.7168	0	3.0105	0.2217	8.3212	0	0.1159	0	0	0	0	0.5526	0	Organismal Systems; Immune system; Natural killer cell mediated cytotoxicity
ko04657	1.5811	0.9797	63.5268	77.5166	34.2737	63.6706	76.8594	0	12.2778	0	0	0	0	51.2909	0	Organismal Systems; Immune system; IL-17 signaling pathway
ko04658	1.61	18.2393	93.0375	154.576	18.1296	88.5397	130.1531	0	22.8883	0	0	0	0	69.4618	0	Organismal Systems; Immune system; Th1 and Th2 cell differentiation
ko04659	2.0433	15.0069	32.2425	63.4209	27.1411	29.1838	82.3533	0	10.9985	0.264	0	0	0	35.1237	0	Organismal Systems; Immune system; Th17 cell differentiation
ko04660	0	0	47.0622	83.8273	8.9302	41.5053	66.3106	0	12.0468	0	0	0.0574	0	34.5503	0	Organismal Systems; Immune system; T cell receptor signaling pathway
ko04662	2.0167	16.9199	47.2996	89.8073	15.011	42.3408	109.5105	0.2752	11.1233	1.5471	0	0	0.4945	32.1807	0	Organismal Systems; Immune system; B cell receptor signaling pathway
ko04664	5.4893	47.6378	31.9007	51.4465	10.7152	37.3693	39.2676	0	2.531	7.5573	0	0	0	29.8573	0	Organismal Systems; Immune system; Fc epsilon RI signaling pathway
ko04666	1.8276	15.3337	36.2431	23.8858	9.1939	44.0532	19.9273	0	4.1383	1.4021	0	0	0	10.5997	0	Organismal Systems; Immune system; Fc gamma R-mediated phagocytosis
ko04668	0.4412	0	67.5567	76.2155	12.3829	63.8846	88.6158	0	9.7938	0	0	0	0	35.7992	0	Environmental Information Processing; Signal transduction; TNF signaling pathway
ko04670	13.4532	40.1311	235.4869	252.3511	65.7303	291.759	196.5526	1.6023	141.3449	8.1345	2.9291	0	2.7628	207.5232	0.0849	Organismal Systems; Immune system; Leukocyte transendothelial migration
ko04672	0	16.9339	15.6256	0	6.8396	8.1305	17.7671	0	3.8161	2.3614	0	0	0	3.3912	0	Organismal Systems; Immune system; Intestinal immune network for IgA production
ko04710	0	0	0	0	0	8.7624	0	0	0	0	0	0	0	0	0	Organismal Systems; Environmental adaptation; Circadian rhythm
ko04711	0	0	0	0	0	20.4457	0	0	0	0	0	0	0	0	0	Organismal Systems; Environmental adaptation; Circadian rhythm - fly
ko04713	8.0982	20.8097	141.1294	117.2188	27.1017	137.8691	121.8519	0.0692	102.4334	2.6043	0	0	0	114.9665	0.013	Organismal Systems; Environmental adaptation; Circadian entrainment
ko04714	24.9205	55.7365	92.2666	91.982	55.8665	77.9173	93.0858	0	47.9245	20.245	0	0	0	57.384	0	Organismal Systems; Environmental adaptation; Thermogenesis
ko04720	2.9746	23.9757	26.5969	27.9925	13.6715	23.4872	28.5867	0	29.3326	3.9217	0.3247	0	0	6.2274	0	Organismal Systems; Nervous system; Long-term potentiation
ko04721	9.2798	77.5254	105.6695	129.4977	51.4227	108.2752	116.6129	3.4177	41.7549	5.1274	0	0	0	77.6405	0	Organismal Systems; Nervous system; Synaptic vesicle cycle
