KEGG_L3	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
ko04722	0.2689	0	27.0003	62.2687	9.0974	30.8251	38.3587	0.1774	16.0812	0	0	0.0548	0.3187	32.5236	0.0151	Organismal Systems; Nervous system; Neurotrophin signaling pathway
ko04723	8.9795	48.5354	33.932	59.9472	15.5501	39.0469	44.8786	0	33.1745	4.0744	0.3255	0	0	37.916	0.0361	Organismal Systems; Nervous system; Retrograde endocannabinoid signaling
ko04724	28.7897	42.4448	83.0148	87.6912	44.5588	88.4545	93.8586	31.6834	35.0686	25.0807	24.1021	17.1757	20.1461	61.0677	29.2001	Organismal Systems; Nervous system; Glutamatergic synapse
ko04725	3.4065	40.3146	52.9999	40.3611	20.8045	36.6	64.714	0	17.7934	2.2565	0	0	0	46.5878	0.0091	Organismal Systems; Nervous system; Cholinergic synapse
ko04726	10.1033	40.4977	66.2671	71.6407	12.5749	70.2245	60.789	0	18.0022	6.6156	0	0	0	59.386	0	Organismal Systems; Nervous system; Serotonergic synapse
ko04727	46.6907	106.1258	48.9469	33.8075	47.084	37.8442	79.9039	68.5513	46.1301	34.3818	36.4026	22.6988	0	42.66	37.0695	Organismal Systems; Nervous system; GABAergic synapse
ko04728	7.2428	20.1865	30.1645	13.7108	8.6917	27.1473	39.0265	0.1768	23.2648	2.8563	0.2052	0	0	19.3415	2.4029	Organismal Systems; Nervous system; Dopaminergic synapse
ko04730	3.6077	23.5974	210.0048	145.0069	48.4512	154.7266	133.7896	1.4595	84.8024	2.7555	0.13	0	0	149.3409	0.0226	Organismal Systems; Nervous system; Long-term depression
ko04740	47.1928	283.9729	318.1999	294.5184	106.0857	179.2805	254.8542	0.71	123.9943	23.7407	0.593	0.3085	0	159.6777	0.0421	Organismal Systems; Sensory system; Olfactory transduction
ko04742	15.5091	67.2527	9.4678	10.5238	30.2949	1.0631	37.9929	0	16.1552	5.4907	0.6754	0	0	2.4943	0	Organismal Systems; Sensory system; Taste transduction
ko04744	2.3531	0	111.3943	85.5188	3.6477	7.5122	45.9137	0	3.9279	0	0	0.5301	3.0698	6.169	0	Organismal Systems; Sensory system; Phototransduction
ko04745	0	0	0	8.2537	8.8333	21.4403	0	0	18.6842	0	0	0	0	17.6066	0	Organismal Systems; Sensory system; Phototransduction - fly
ko04750	8.5821	82.9196	25.8317	16.0446	14.7595	27.7145	6.8778	0.98	17.1213	5.3375	0.2114	0.2317	0	12.5511	1.0223	Organismal Systems; Sensory system; Inflammatory mediator regulation of TRP channels
ko04810	24.303	171.7969	597.4867	653.1651	145.3554	605.8346	433.7947	0.9644	133.2835	22.0596	1.7561	0.4319	3.5822	454.3208	0.1554	Cellular Processes; Cell motility; Regulation of actin cytoskeleton
ko04910	40.9779	87.6199	60.7024	33.7021	37.2932	62.7044	70.9584	8.4444	49.7466	23.8183	9.6954	10.9437	9.7253	42.267	14.5555	Organismal Systems; Endocrine system; Insulin signaling pathway
ko04911	7.9355	27.1417	65.3258	135.0664	10.599	101.5068	69.76	0	56.6184	6.0335	0.2101	0	0	49.1364	0.0133	Organismal Systems; Endocrine system; Insulin secretion
ko04912	1.2658	16.4833	32.0612	23.1523	10.3013	30.1358	24.8665	0.2457	2.291	1.2748	0.2232	0	0	16.4787	0	Organismal Systems; Endocrine system; GnRH signaling pathway
ko04913	4.4563	37.6926	99.8439	134.6083	14.1718	160.3332	88.2412	0	38.1149	6.8255	0.1062	0	0	145.6724	0.0227	Organismal Systems; Endocrine system; Ovarian steroidogenesis
ko04914	3.8215	11.8193	57.3502	63.9334	26.1501	67.0565	50.0174	0	27.4756	1.4257	22.7743	0	0	60.1029	4.8261	Organismal Systems; Endocrine system; Progesterone-mediated oocyte maturation
ko04915	6.8676	21.421	102.1183	138.2758	39.1388	152.4053	121.1096	17.8797	53.6226	1.2063	0	0	0	94.8327	4.0819	Organismal Systems; Endocrine system; Estrogen signaling pathway
ko04916	1.6771	8.9683	37.3551	54.0455	1.8801	52.3146	44.0775	0	22.1269	2.3799	0	0	0	22.0122	0.534	Organismal Systems; Endocrine system; Melanogenesis
ko04917	9.2149	28.5023	18.9981	3.2532	6.5868	7.1531	44.9155	0	5.2202	6.8686	0	0	0	21.0785	0	Organismal Systems; Endocrine system; Prolactin signaling pathway
ko04918	8.5323	53.1121	121.33	186.0573	50.4706	154.065	96.1755	9.5554	40.9082	11.0133	30.4459	18.6624	21.3399	77.42	16.4527	Organismal Systems; Endocrine system; Thyroid hormone synthesis
ko04919	29.4769	143.6322	383.7816	454.1155	73.7029	405.2296	284.6066	37.5875	108.7721	78.0663	21.8718	0	0	277.4645	9.7286	Organismal Systems; Endocrine system; Thyroid hormone signaling pathway
ko04920	61.1095	60.6643	145.2997	198.9824	26.2369	120.3153	156.3001	0	49.2316	53.9225	0	29.9452	0	58.8965	0	Organismal Systems; Endocrine system; Adipocytokine signaling pathway
ko04921	10.6938	47.3003	96.5811	105.6382	38.31	136.583	84.7884	0.1697	75.1956	5.4441	0	0	0	77.0742	0.0231	Organismal Systems; Endocrine system; Oxytocin signaling pathway
ko04922	160.4159	183.4389	140.5723	124.4838	53.7299	131.8254	127.6476	174.5236	101.9118	383.9698	93.833	134.917	164.989	66.8524	113.1791	Organismal Systems; Endocrine system; Glucagon signaling pathway
ko04923	2.4779	12.7051	159.8626	127.4608	16.0116	102.7352	93.9138	0	90.3934	1.4764	0	0	0	83.6553	0	Organismal Systems; Endocrine system; Regulation of lipolysis in adipocytes
ko04924	5.749	35.0835	156.3435	108.8783	38.5015	101.5801	109.927	0	78.4348	6.3484	0.4429	1.8582	0	95.2667	0.5229	Organismal Systems; Endocrine system; Renin secretion
ko04925	6.0321	36.1162	74.2824	70.4389	20.0611	111.9824	64.1699	0	13.7783	11.0906	0.2165	0	0	40.141	0.0137	Organismal Systems; Endocrine system; Aldosterone synthesis and secretion
ko04926	2.1894	258.2583	43.2036	82.438	16.1409	85.7233	73.6283	0	20.9082	2.3052	0	0	0	59.5688	0	Organismal Systems; Endocrine system; Relaxin signaling pathway
ko04927	4.1481	33.9822	32.4403	24.0616	13.7696	24.0811	41.5554	0	20.8796	11.5834	0.2646	0	0	40.9016	0	Organismal Systems; Endocrine system; Cortisol synthesis and secretion
ko04928	6.0656	18.1636	81.6096	88.514	23.5673	101.2629	57.5435	0.2658	38.7129	3.3751	0	0	0.3212	76.9406	0.5546	Organismal Systems; Endocrine system; Parathyroid hormone synthesis, secretion and action
ko04929	1.5579	30.7941	4.4447	7.2737	9.3923	0	15.2341	0	9.8874	5.8424	0	0	0	12.1712	0	Organismal Systems; Endocrine system; GnRH secretion
ko04930	44.27	49.7353	20.3237	46.6167	19.4441	27.7904	47.807	62.0459	19.4932	119.9213	29.6124	0	0	16.5611	26.0986	Human Diseases; Endocrine and metabolic disease; Type II diabetes mellitus
ko04931	62.0767	92.7101	72.1079	112.1228	41.9107	105.9766	82.436	24.4012	68.9988	73.8849	25.5821	21.7347	35.5764	67.3636	27.9204	Human Diseases; Endocrine and metabolic disease; Insulin resistance
ko04932	14.4995	66.5223	33.4258	16.525	69.7348	23.0298	47.3742	0	19.8414	9.8661	0	0	0	41.929	0	Human Diseases; Endocrine and metabolic disease; Non-alcoholic fatty liver disease
ko04933	4.7604	342.6501	22.2372	23.1003	17.7815	43.286	44.6662	0.2069	11.7455	3.7517	0	0	0	26.7271	0	Human Diseases; Endocrine and metabolic disease; AGE-RAGE signaling pathway in diabetic complications
ko04934	10.1778	26.3689	32.1726	21.7437	9.5567	24.7133	38.6084	0	19.376	12.0378	0	0	0	29.521	7.6861	Human Diseases; Endocrine and metabolic disease; Cushing syndrome
ko04935	2.9227	31.5766	31.2624	24.1878	10.5593	31.9321	48.1339	0	17.4456	2.6459	0	0.0753	0	15.3936	0.0089	Organismal Systems; Endocrine system; Growth hormone synthesis, secretion and action
ko04936	17.7828	29.3531	72.6124	97.563	18.3639	62.9914	76.063	0	12.6878	11.3799	0	0	0	42.0978	0	Human Diseases; Endocrine and metabolic disease; Alcoholic liver disease
ko04940	127.6319	142.8286	93.77	56.6168	117.2647	46.4513	106.337	0	79.899	72.4866	55.0938	34.7244	102.1487	86.2225	32.5154	Human Diseases; Endocrine and metabolic disease; Type I diabetes mellitus
ko04960	1.5166	9.3978	47.522	117.9147	0	71.0605	45.7895	0	7.9594	4.0953	0	0	0	59.6066	0.0348	Organismal Systems; Excretory system; Aldosterone-regulated sodium reabsorption
ko04961	5.1212	16.1363	215.3946	243.6178	27.6113	271.8375	138.1647	0	43.0721	3.1317	0.6137	0	0	111.8481	0.0266	Organismal Systems; Excretory system; Endocrine and other factor-regulated calcium reabsorption
ko04962	1.1496	11.1124	58.1715	89.2665	14.6337	107.8498	49.6188	0	29.5793	1.937	0.1701	0	0	87.8551	0.0056	Organismal Systems; Excretory system; Vasopressin-regulated water reabsorption
ko04964	158.5101	94.5211	174.5785	229.46	12.4022	282.4112	106.9364	151.9661	86.8666	117.6343	138.3933	66.207	0	96.3936	96.7386	Organismal Systems; Excretory system; Proximal tubule bicarbonate reclamation
ko04966	2.3202	108.4239	0	0	54.2784	6.1495	20.5522	2.186	34.5703	0	0	0	0	10.0999	0.0685	Organismal Systems; Excretory system; Collecting duct acid secretion
ko04970	4.7687	8.5724	193.5763	147.9286	32.2877	182.3834	103.9413	0.0865	63.9223	3.8174	8.5044	2.3313	3.8807	102.2333	0.4208	Organismal Systems; Digestive system; Salivary secretion
ko04971	3.6169	17.0837	61.2515	82.1353	4.5675	76.299	47.4492	0	45.5689	3.5469	0	0	0	48.1653	0.0181	Organismal Systems; Digestive system; Gastric acid secretion
ko04972	9.2922	10.7296	155.579	202.251	20.5614	195.6832	151.0033	0	73.8657	1.5211	7.7453	2.2255	0	93.2576	0.3719	Organismal Systems; Digestive system; Pancreatic secretion
ko04973	6.1289	77.5608	41.3608	133.9687	2.2358	75.9416	61.7509	0	10.0792	7.4362	24.3786	5.857	8.0334	53.2136	1.1538	Organismal Systems; Digestive system; Carbohydrate digestion and absorption
ko04974	36.8921	453.0739	258.0607	299.926	67.3773	240.2128	209.5017	1.1164	79.7172	13.2624	0.6922	1.293	1.3113	167.8606	1.9707	Organismal Systems; Digestive system; Protein digestion and absorption
ko04975	73.5399	215.6291	69.7914	116.6856	10.9194	61.3967	84.6359	29.9014	78.0572	109.9037	63.7897	136.7638	0	86.7728	0	Organismal Systems; Digestive system; Fat digestion and absorption
ko04976	8.7658	42.5252	76.5383	129.5819	7.7916	87.2227	41.6113	0	24.9657	13.3962	0.0696	0.1089	0	69.703	0	Organismal Systems; Digestive system; Bile secretion
ko04977	2.1225	60.194	18.0264	0	26.5658	1.5994	33.796	0.6409	5.6562	1.2939	0.1744	0	0	1.6585	0	Organismal Systems; Digestive system; Vitamin digestion and absorption
ko04978	176.5988	1288.7874	322.4934	245.3013	451.9881	305.4699	748.3145	33.0076	144.6948	174.9074	17.8159	51.6604	0	219.9543	33.7776	Organismal Systems; Digestive system; Mineral absorption
ko04979	8.2836	30.9451	172.6791	213.2985	43.5013	268.9229	113.7061	0	86.9	3.3638	0	0	0	108.5838	0	Organismal Systems; Digestive system; Cholesterol metabolism
ko05010	12.5789	44.3225	80.4446	58.8199	56.1779	82.7647	94.0639	0	33.6549	9.4291	0	0	0	46.1407	0	Human Diseases; Neurodegenerative disease; Alzheimer disease
ko05012	28.7157	63.0734	84.4854	60.7215	58.4928	83.7833	93.2046	16.0713	41.2174	29.2255	0	0	0	50.3691	0	Human Diseases; Neurodegenerative disease; Parkinson disease
ko05014	16.8726	57.5169	65.9098	44.6792	54.7933	57.9012	66.6656	0	26.413	14.2727	4.7323	0	0	48.1787	0	Human Diseases; Neurodegenerative disease; Amyotrophic lateral sclerosis
ko05016	16.6342	43.9298	94.2727	66.468	61.3039	79.8758	91.0799	5.8811	32.7081	13.4067	0	0	13.2392	50.2472	16.1418	Human Diseases; Neurodegenerative disease; Huntington disease
ko05017	2.8617	7.5616	76.908	75.9531	19.7602	75.9412	82.2643	1.9805	22.1314	1.0799	0.0406	11.0826	0	51.1596	5.9825	Human Diseases; Neurodegenerative disease; Spinocerebellar ataxia
ko05020	16.392	60.6958	99.9033	86.1313	63.2254	102.585	109.7402	0	53.4727	9.6171	0	0	0	66.1553	9.6255	Human Diseases; Neurodegenerative disease; Prion disease
ko05022	13.2778	37.815	62.5097	45.9012	43.1715	60.1798	68.6468	0	30.3999	8.0803	0	0	0	37.1802	9.6456	Human Diseases; Neurodegenerative disease; Pathways of neurodegeneration - multiple diseases
ko05030	13.7165	16.0183	53.036	18.0897	4.6758	49.741	59.0501	0	31.0228	3.9586	0.0736	6.8728	0.1254	44.2386	5.046	Human Diseases; Substance dependence; Cocaine addiction
ko05031	12.0655	23.6048	20.5023	0	14.3637	10.7638	34.0216	0.3228	22.2771	3.6753	0.3746	5.9764	0.1091	21.514	4.3879	Human Diseases; Substance dependence; Amphetamine addiction
ko05032	15.9125	80.2119	58.6693	44.1661	22.1428	39.5279	63.8716	0.2457	24.0762	6.3647	0	0	0	32.0502	0.0505	Human Diseases; Substance dependence; Morphine addiction
ko05033	32.0807	148.5527	50.7346	81.0554	36.4184	22.9807	63.2083	0	21.8352	12.0169	0.5028	0.2643	0	38.1136	0.1154	Human Diseases; Substance dependence; Nicotine addiction
ko05034	6.3798	10.209	39.6853	17.6539	2.8106	30.3091	37.1584	0	22.848	1.8412	0.0342	0	0	27.6159	2.347	Human Diseases; Substance dependence; Alcoholism
ko05100	12.3096	23.4794	65.3202	64.1779	54.0233	71.1498	81.0801	1.917	33.0791	5.4882	0.4025	0.4119	1.3981	53.4837	0.0724	Human Diseases; Infectious disease: bacterial; Bacterial invasion of epithelial cells
ko05110	0.8353	39.0326	1.3146	17.9088	23.5195	9.9324	23.7649	0.787	19.8479	0	0	0	0	9.9743	0	Human Diseases; Infectious disease: bacterial; Vibrio cholerae infection
ko05111	54.6903	0	6.3201	1.4266	78.2191	0	33.0418	44.6085	18.5877	22.6628	228.5647	139.5119	94.3507	33.3112	51.6905	Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae
ko05120	0	0	13.9842	29.4749	11.0375	13.5679	53.6519	0	8.4642	0	0	0	0	23.8563	0	Human Diseases; Infectious disease: bacterial; Epithelial cell signaling in Helicobacter pylori infection
ko05130	34.0588	170.3959	703.2814	784.2736	190.738	689.2149	529.8461	0	181.3389	32.8352	0	0	0	546.5432	0	Human Diseases; Infectious disease: bacterial; Pathogenic Escherichia coli infection
ko05131	2.0207	8.1231	57.6901	58.9091	33.2116	58.2766	51.7708	0	12.3983	0.4788	0	0	0	44.2261	0	Human Diseases; Infectious disease: bacterial; Shigellosis
ko05132	23.029	24.9211	64.2666	62.3024	61.5585	62.0713	72.5013	0	26.4562	27.5218	0	0	0	58.4752	0	Human Diseases; Infectious disease: bacterial; Salmonella infection
ko05133	2.6662	0	59.9054	64.3368	8.5869	61.9153	40.1716	0	19.8013	0	10.1339	9.1633	9.3618	34.8991	5.9849	Human Diseases; Infectious disease: bacterial; Pertussis
ko05134	69.5726	62.5716	78.7084	104.1356	128.651	52.108	84.3739	16.7337	57.4417	40.1564	33.4766	54.0749	40.7372	78.1895	43.6064	Human Diseases; Infectious disease: bacterial; Legionellosis
ko05135	1.612	10.3415	57.1044	59.6677	6.7377	44.9832	49.1604	0	9.8902	1.8395	0	0	0	32.7553	0.0122	Human Diseases; Infectious disease: bacterial; Yersinia infection
ko05140	2.8969	51.0402	46.0513	74.2916	22.9786	36.4379	82.3815	0	15.5308	9.9954	0	0	0	36.3387	0	Human Diseases; Infectious disease: parasitic; Leishmaniasis
ko05142	2.0373	7.0912	66.1122	84.4656	9.7257	73.7	103.0413	0	18.3069	1.9126	0	0	0	40.7768	0	Human Diseases; Infectious disease: parasitic; Chagas disease
ko05143	0	162.2506	10.5196	0	23.6623	1.4101	7.9512	0	5.4121	10.7781	0	0.3368	0	4.0689	0	Human Diseases; Infectious disease: parasitic; African trypanosomiasis
ko05144	0	0	59.2175	0	15.4951	0	63.7431	0	23.2159	0	0	0	0	0	0	Human Diseases; Infectious disease: parasitic; Malaria
ko05145	4.1202	35.1796	64.4034	91.5693	19.9433	59.7728	112.406	0	28.542	3.5822	0	0	0	56.6506	0	Human Diseases; Infectious disease: parasitic; Toxoplasmosis
ko05146	6.3168	289.1434	14.7015	11.7853	14.3482	28.3984	23.0542	0	6.3255	4.6845	0	0	0	17.4239	0	Human Diseases; Infectious disease: parasitic; Amoebiasis
ko05150	4.2765	17.1576	90.3386	0	0	0	123.5877	0	27.0315	77.8774	7.1896	21.9328	44.3156	0	3.6584	Human Diseases; Infectious disease: bacterial; Staphylococcus aureus infection
ko05152	46.1707	59.2286	66.6824	68.1076	63.5322	44.8102	80.3974	0	37.5032	49.7752	35.396	33.107	0	54.2461	21.4156	Human Diseases; Infectious disease: bacterial; Tuberculosis
ko05160	4.943	8.0917	130.3245	136.3746	26.2819	116.0052	128.2583	0	68.181	2.4318	0	0	1.9071	101.4764	0	Human Diseases; Infectious disease: viral; Hepatitis C
ko05161	1.6067	12.4047	26.8732	44.6262	13.2885	30.5979	55.784	0	6.0084	4.2456	0	0	0	19.2992	0	Human Diseases; Infectious disease: viral; Hepatitis B
ko05162	1.2997	1.8802	32.6714	53.3372	12.5956	34.9856	61.4781	0	13.1194	0	0	0	0	26.8897	0	Human Diseases; Infectious disease: viral; Measles
ko05163	1.6344	6.1287	59.714	53.4509	9.7354	50.8116	49.2452	0.4508	11.9891	1.0348	0.0174	0	0	31.295	0	Human Diseases; Infectious disease: viral; Human cytomegalovirus infection
ko05164	2.6263	15.6289	59.0627	62.8881	17.9309	56.5436	102.6079	0.6762	24.2263	1.0772	0	10.068	0	43.5259	5.4225	Human Diseases; Infectious disease: viral; Influenza A
ko05165	11.9745	88.7851	80.3843	90.6303	26.0725	67.8364	71.3671	10.6253	24.0835	23.3913	5.0214	0	0	62.5517	4.3969	Human Diseases; Infectious disease: viral; Human papillomavirus infection
ko05166	2.0826	2.804	46.9958	58.9423	4.8571	45.3002	57.5136	5.083	15.37	1.1702	2.6961	1.0599	3.5975	22.1873	1.4451	Human Diseases; Infectious disease: viral; Human T-cell leukemia virus 1 infection
ko05167	1.3399	10.5883	39.6463	50.8884	10.0588	31.1963	60.6261	0	7.5509	0	0	0	0	19.9577	0	Human Diseases; Infectious disease: viral; Kaposi sarcoma-associated herpesvirus infection
ko05168	3.3491	14.4933	80.2641	63.4118	17.7951	62.0974	85.97	0	14.4683	1.242	0	0	0	37.9317	4.6897	Human Diseases; Infectious disease: viral; Herpes simplex virus 1 infection
ko05169	2.8667	9.6811	77.4991	68.1533	20.9396	65.1975	78.8201	0	15.5869	1.7203	0	0	0	39.3625	0	Human Diseases; Infectious disease: viral; Epstein-Barr virus infection
ko05170	1.9135	7.1751	68.6256	59.9014	14.8281	68.1075	60.9693	0	16.0534	1.5074	0	0	0	35.2925	0	Human Diseases; Infectious disease: viral; Human immunodeficiency virus 1 infection
ko05171	3.5926	11.7912	48.557	79.3594	16.5206	62.4788	87.8671	0	15.7319	0	0	0	0	47.8919	0	Human Diseases; Infectious disease: viral; Coronavirus disease - COVID-19
ko05200	7.9093	15.7058	50.6394	65.1371	21.1512	55.556	52.7399	4.1698	18.5974	4.6998	6.1133	14.44	5.6698	37.712	10.2076	Human Diseases; Cancer: overview; Pathways in cancer
ko05202	0.9696	8.416	5.8431	16.3357	8.9114	14.2203	6.1911	0	1.7186	1.0732	0	0	0	7.2149	0	Human Diseases; Cancer: overview; Transcriptional misregulation in cancer
ko05203	9.7228	4.93	62.379	65.4602	7.4109	38.829	42.377	13.5503	14.7717	27.0157	0	0	10.9873	25.6796	5.7034	Human Diseases; Cancer: overview; Viral carcinogenesis
ko05205	15.308	140.0352	81.1556	95.5771	48.9902	85.5095	80.5663	3.8051	32.0803	11.1858	1.7918	0	2.4668	71.8453	4.9326	Human Diseases; Cancer: overview; Proteoglycans in cancer
ko05206	0	14.2507	34.6355	43.2044	11.6601	34.6406	20.1214	8.5802	10.9149	6.9666	0	2.3814	0	24.4114	7.319	Human Diseases; Cancer: overview; MicroRNAs in cancer
ko05207	7.5055	28.3517	32.9634	36.8259	23.9909	41.4732	48.2472	0	19.057	2.718	0	0	0	29.4788	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - receptor activation
ko05208	33.8695	69.4723	79.6688	70.135	80.2762	74.7904	109.6243	0	39.8982	24.7338	0	0	0	64.3895	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - reactive oxygen species
ko05210	0.8014	4.3638	32.1291	31.6101	18.9195	20.8071	10.505	0	8.5867	0	0	0	0	31.6104	0	Human Diseases; Cancer: specific types; Colorectal cancer
ko05211	16.7741	5.6347	37.4049	45.7775	1.231	28.5034	8.5631	0	14.1899	12.7417	0	0	0	5.6212	0	Human Diseases; Cancer: specific types; Renal cell carcinoma
ko05212	0	0	25.3502	11.847	3.3926	8.9732	52.0961	0	2.7514	0	0	0	0	15.2323	0	Human Diseases; Cancer: specific types; Pancreatic cancer
ko05213	5.955	13.6369	37.4267	16.2582	51.6763	46.4613	72.2637	0	16.0406	4.2909	0	0	0	29.3263	0	Human Diseases; Cancer: specific types; Endometrial cancer
ko05214	0	0	15.7103	4.8017	4.0208	6.3761	10.2689	0	3.2609	0	0	0	0	14.3789	0.0616	Human Diseases; Cancer: specific types; Glioma
ko05215	2.7538	0.9797	33.9725	64.9968	25.179	36.8957	70.7895	0	9.4895	1.3926	18.3305	0	0	31.3814	3.9053	Human Diseases; Cancer: specific types; Prostate cancer
ko05216	0.7725	0	19.4526	73.5764	10.9594	52.0317	34.1159	0	8.1204	0	0	0	0	59.1535	0	Human Diseases; Cancer: specific types; Thyroid cancer
ko05217	1.3606	7.5069	24.4251	31.8967	9.8721	24.4395	41.4876	0	10.7643	5.5721	0	0	0	20.9637	0.001	Human Diseases; Cancer: specific types; Basal cell carcinoma
ko05218	0	0	16.9671	5.1858	4.3425	6.8862	11.0904	0	3.5218	0	0	0	0	15.5292	0	Human Diseases; Cancer: specific types; Melanoma
ko05219	19.3065	29.449	99.6033	142.4017	31.2874	102.1801	78.3043	0	19.8783	18.879	0	0	0	62.649	0	Human Diseases; Cancer: specific types; Bladder cancer
ko05220	1.8104	0	28.6136	49.1923	4.0492	26.0805	71.3443	0	4.3991	0	0	0	0	27.416	0	Human Diseases; Cancer: specific types; Chronic myeloid leukemia
ko05221	0	0	17.9976	8.602	1.4127	26.9706	49.3709	0	3.6402	0	0	0	0	11.4431	0	Human Diseases; Cancer: specific types; Acute myeloid leukemia
ko05222	3.0972	11.352	82.1189	88.4899	19.0791	72.4951	88.0402	0	10.9797	2.3845	0.1314	17.3241	0	53.5256	9.6204	Human Diseases; Cancer: specific types; Small cell lung cancer
ko05223	0	0	14.1393	4.3215	3.6188	5.7385	9.242	0	2.9348	0	0	0	0	12.941	0	Human Diseases; Cancer: specific types; Non-small cell lung cancer
ko05224	3.9152	15.1144	52.2529	62.705	13.5755	40.0314	33.2026	0	20.4185	1.6638	0	0	0	34.7137	0.0553	Human Diseases; Cancer: specific types; Breast cancer
ko05225	11.3268	17.758	40.6746	48.8605	12.9614	47.0725	33.9489	0	33.488	7.0702	4.7932	0	0	38.51	19.7749	Human Diseases; Cancer: specific types; Hepatocellular carcinoma
ko05226	5.0781	15.7657	25.3922	14.3399	28.8016	23.6215	40.486	0	16.2534	2.4642	0	0	0	14.087	0	Human Diseases; Cancer: specific types; Gastric cancer
ko05230	160.5202	125.5187	145.793	118.1223	35.1441	94.687	119.1614	235.7284	90.9437	458.5279	147.8747	182.7996	0	50.865	152.3047	Human Diseases; Cancer: overview; Central carbon metabolism in cancer
ko05231	5.1911	15.9652	59.3639	45.5019	38.1809	38.9675	34.5138	22.484	7.4473	0.3863	22.6518	0	0	57.1493	9.1479	Human Diseases; Cancer: overview; Choline metabolism in cancer
ko05235	1.3237	17.7427	33.0303	63.1711	11.698	32.7384	96.5504	0	9.7896	1.0273	0	0	0	27.7376	0	Human Diseases; Cancer: overview; PD-L1 expression and PD-1 checkpoint pathway in cancer
ko05310	2.752	32.1743	29.6887	13.3099	12.9952	15.448	33.7575	0	7.2506	0	0	0	0	6.4434	0	Human Diseases; Immune disease; Asthma
ko05320	2.1169	24.7495	22.8374	10.2384	10.5092	15.0394	35.0051	0	7.2278	3.4512	0	0	0	10.8218	0	Human Diseases; Immune disease; Autoimmune thyroid disease
ko05321	0	0	9.819	4.9296	0.7587	5.3356	10.0612	0	2.4836	0	0	0	0	1.7526	0	Human Diseases; Immune disease; Inflammatory bowel disease
ko05322	1.1965	19.1463	40.6586	46.7717	10.3873	36.8583	36.4714	0	7.3465	3.168	0.1134	0	0	17.5613	0	Human Diseases; Immune disease; Systemic lupus erythematosus
ko05323	1.4236	38.1635	16.7079	3.9147	18.1899	9.3102	15.369	0	14.5659	0	0	0	0	4.5686	0	Human Diseases; Immune disease; Rheumatoid arthritis
ko05330	0	29.2494	26.9897	12.0999	12.4199	14.0436	31.9296	0	6.5915	4.0787	0	0	0	6.663	0	Human Diseases; Immune disease; Allograft rejection
ko05332	0	0	0	12.0999	2.4683	0	25.9366	0	0	0	0	0	0	5.1072	0	Human Diseases; Immune disease; Graft-versus-host disease
ko05340	92.5621	68.441	1223.7821	1722.8252	392.3277	1598.4619	882.9391	0	578.9679	78.7723	0	0	0	1036.2385	0	Human Diseases; Immune disease; Primary immunodeficiency
ko05410	33.4585	142.6434	464.3673	574.4606	105.608	594.5928	391.861	0.7792	164.5858	17.8673	0.4966	1.2407	1.5645	386.9459	0.3947	Human Diseases; Cardiovascular disease; Hypertrophic cardiomyopathy
ko05412	10.9621	23.3808	94.7804	142.1866	54.5931	156.5244	125.5878	1.3901	68.3029	1.9014	0.2101	0.1211	0.9346	85.021	0.0237	Human Diseases; Cardiovascular disease; Arrhythmogenic right ventricular cardiomyopathy
ko05414	30.5822	136.9881	422.8742	522.2369	98.4952	540.7757	357.7356	0	149.7473	17.2626	0.4515	0	0	352.1579	0.0735	Human Diseases; Cardiovascular disease; Dilated cardiomyopathy
ko05415	47.6646	229.4684	99.2686	100.1152	101.6694	114.2625	120.4176	0	70.9726	75.8914	0	0	0	77.1991	0	Human Diseases; Cardiovascular disease; Diabetic cardiomyopathy
ko05416	42.3456	280.5473	750.9322	765.9927	181.588	811.5154	565.2573	0	211.8547	34.6121	0	0	0	553.3117	0	Human Diseases; Cardiovascular disease; Viral myocarditis
ko05417	30.8979	51.2571	69.0068	76.9656	57.6201	51.1679	74.1252	0	33.1285	20.645	0	0	0	54.6561	0	Human Diseases; Cardiovascular disease; Lipid and atherosclerosis
ko05418	61.2845	57.2105	70.3689	88.0556	68.6083	67.8841	98.6356	0	60.8724	62.8193	0	72.7605	0	70.2941	49.8619	Human Diseases; Cardiovascular disease; Fluid shear stress and atherosclerosis
